School Year,Topic,Grade,District,Proficient,Total
2015,Math,8,1917,35.0,52.0
2020,Reading,5,5310,21.0,34.0
2021,Math,11,819,31.0,42.0
2024,Reading,11,1080,29.0,32.0
2022,Reading,8,234,62.0,84.0
2015,Reading,11,1602,37.0,45.0
2018,Reading,8,2727,35.0,43.0
2018,Math,6,7092,25.0,35.0
2016,Math,4,4269,24.0,36.0
2018,Math,3,3609,16.0,22.0
2017,Reading,4,1152,50.0,69.0
2021,Reading,6,2682,15.0,22.0
2016,Reading,4,2502,30.0,41.0
2015,Reading,11,4505,10.0,18.0
2023,Reading,3,3609,23.0,29.0
2020,Reading,7,3204,50.0,69.0
2019,Math,3,540,32.0,44.0
2018,Math,3,981,115.0,135.0
2019,Reading,7,5625,31.0,43.0
2020,Math,6,1963,29.0,36.0
2014,Math,11,387,86.0,108.0
2018,Reading,7,3348,25.0,31.0
2024,Math,3,3114,190.0,226.0
2016,Math,11,1449,21.0,24.0
2022,Math,5,1975,27.0,29.0
2017,Math,8,6039,585.0,939.0
2019,Reading,7,7002,15.0,18.0
2017,Reading,6,5823,21.0,32.0
2025,Math,3,1062,85.0,104.0
2021,Math,6,6102,98.0,133.0
2019,Math,5,3465,22.0,24.0
2020,Reading,6,5805,60.0,93.0
2017,Math,3,621,226.0,277.0
2024,Math,5,2846,20.0,22.0
2023,Math,4,99,32.0,40.0
2023,Math,11,5922,49.0,54.0
2022,Reading,8,6795,454.0,713.0
2023,Math,3,4775,11.0,14.0
2017,Reading,6,6854,30.0,37.0
2021,Reading,8,1953,38.0,46.0
2022,Math,3,846,27.0,36.0
2023,Reading,6,63,20.0,25.0
2015,Math,8,3978,17.0,23.0
2015,Math,4,4725,159.0,214.0
2025,Math,11,126,76.0,96.0
2016,Math,11,7038,53.0,70.0
2016,Reading,11,4536,127.0,170.0
2016,Reading,4,1989,29.0,38.0
2024,Math,11,1062,96.0,98.0
2025,Reading,7,6985,60.0,68.0
2017,Math,11,6983,71.0,76.0
2021,Reading,3,5877,95.0,109.0
2020,Math,5,1071,78.0,103.0
2024,Reading,7,1576,157.0,171.0
2018,Math,4,3537,14.0,19.0
2025,Reading,10,1944,39.0,52.0
2014,Reading,8,2376,27.0,39.0
2019,Reading,3,846,27.0,33.0
2018,Reading,11,1619,88.0,111.0
2024,Reading,11,5994,47.0,56.0
2023,Math,8,1602,28.0,45.0
2025,Math,5,6101,400.0,476.0
2014,Reading,8,747,30.0,40.0
2021,Math,11,1917,33.0,39.0
2018,Reading,8,5832,15.0,15.0
2019,Reading,7,414,43.0,56.0
2024,Reading,3,4787,8.0,13.0
2022,Math,4,2493,11.0,16.0
2018,Reading,6,2322,94.0,150.0
2022,Reading,8,513,22.0,28.0
2024,Reading,6,2502,24.0,43.0
2024,Reading,8,5697,23.0,36.0
2017,Reading,8,1975,20.0,34.0
2024,Math,4,5463,71.0,81.0
2015,Math,11,2826,110.0,134.0
2017,Reading,6,2376,26.0,32.0
2016,Reading,4,6003,24.0,27.0
2021,Reading,7,7047,24.0,34.0
2018,Math,7,5486,19.0,25.0
2018,Math,8,472,81.0,106.0
2020,Reading,3,3060,62.0,71.0
2015,Reading,11,3195,66.0,89.0
2021,Reading,4,6120,73.0,85.0
2018,Math,3,4527,35.0,39.0
2014,Reading,8,981,60.0,92.0
2022,Reading,5,5139,11.0,13.0
2020,Reading,3,6854,37.0,41.0
2021,Reading,6,609,74.0,97.0
2025,Math,5,1332,38.0,42.0
2017,Math,11,1089,17.0,23.0
2024,Reading,5,5166,142.0,159.0
2023,Reading,4,1963,30.0,41.0
2017,Reading,8,2511,93.0,132.0
2024,Reading,8,6165,17.0,25.0
2018,Math,8,6512,24.0,38.0
2014,Reading,11,1107,71.0,100.0
2019,Math,6,4890,41.0,52.0
2020,Math,3,981,110.0,130.0
2019,Math,4,6591,26.0,34.0
2019,Reading,5,2511,119.0,142.0
2020,Math,11,6012,39.0,49.0
2021,Math,3,2369,23.0,24.0
2021,Math,8,4779,78.0,91.0
2021,Math,8,5823,24.0,32.0
2020,Math,8,3348,34.0,41.0
2025,Math,3,6264,45.0,47.0
2014,Reading,11,6983,58.0,69.0
2016,Reading,8,4797,135.0,170.0
2024,Math,6,6098,79.0,97.0
2025,Math,4,6561,16.0,17.0
2018,Reading,7,1701,53.0,96.0
2025,Math,8,6094,34.0,44.0
2018,Math,3,6795,448.0,710.0
2025,Reading,4,1737,1424.0,2278.0
2015,Reading,4,2113,17.0,23.0
2024,Math,11,7092,33.0,37.0
2016,Math,4,4446,52.0,60.0
2023,Math,11,261,455.0,493.0
2025,Reading,6,3033,43.0,58.0
2024,Reading,6,6961,141.0,205.0
2024,Reading,8,1079,48.0,64.0
2020,Math,3,3033,13.0,19.0
2020,Math,3,1089,27.0,28.0
2023,Reading,5,609,81.0,95.0
2015,Math,4,6854,28.0,38.0
2019,Reading,3,18,16.0,22.0
2018,Reading,3,6592,41.0,45.0
2023,Reading,11,4774,48.0,57.0
2020,Reading,4,1218,19.0,23.0
2014,Reading,4,1089,26.0,35.0
2018,Math,4,6591,30.0,43.0
2017,Reading,11,4662,91.0,108.0
2025,Reading,6,6093,80.0,93.0
2024,Math,3,3375,82.0,113.0
2017,Reading,7,6759,37.0,58.0
2022,Math,7,5013,137.0,159.0
2022,Reading,11,4599,44.0,57.0
2017,Math,11,1332,44.0,56.0
2015,Reading,11,918,27.0,34.0
2016,Reading,4,4023,28.0,33.0
2024,Math,6,2834,8.0,20.0
2015,Reading,8,5724,21.0,28.0
2017,Reading,4,6700,26.0,33.0
2024,Reading,7,6937,33.0,50.0
2020,Math,8,3906,28.0,35.0
2021,Reading,6,1079,56.0,73.0
2020,Reading,5,2097,20.0,31.0
2025,Math,6,3231,449.0,472.0
2024,Reading,11,6138,25.0,27.0
2025,Reading,10,3978,35.0,37.0
2023,Math,8,2511,113.0,145.0
2015,Reading,4,2727,49.0,50.0
2020,Math,11,3609,14.0,22.0
2020,Math,11,1134,23.0,28.0
2020,Math,3,1602,21.0,28.0
2017,Math,3,4777,40.0,45.0
2017,Reading,8,2088,38.0,58.0
2025,Reading,10,504,42.0,51.0
2024,Reading,8,5325,36.0,56.0
2024,Reading,6,6030,42.0,73.0
2025,Math,8,4269,19.0,29.0
2025,Math,3,6822,557.0,603.0
2021,Math,5,1965,23.0,27.0
2021,Math,11,1944,45.0,65.0
2021,Reading,6,1215,22.0,24.0
2022,Math,6,99,28.0,38.0
2015,Math,11,5607,29.0,41.0
2019,Math,11,2862,41.0,54.0
2017,Math,3,1968,42.0,50.0
2022,Reading,5,4995,60.0,70.0
2020,Reading,11,2846,15.0,16.0
2018,Math,8,2369,29.0,39.0
2018,Math,5,4787,16.0,18.0
2021,Reading,5,846,25.0,34.0
2017,Reading,3,6035,20.0,25.0
2024,Reading,3,2718,27.0,37.0
2018,Math,7,4446,77.0,87.0
2019,Math,4,5163,44.0,52.0
2017,Reading,3,4068,31.0,37.0
2019,Reading,4,1908,27.0,32.0
2022,Reading,6,355,12.0,18.0
2021,Math,4,2862,26.0,34.0
2025,Reading,4,1908,32.0,37.0
2023,Reading,4,6768,64.0,111.0
2020,Reading,5,4725,157.0,205.0
2022,Math,4,6408,49.0,56.0
2019,Reading,4,2313,168.0,272.0
2016,Reading,11,5877,63.0,85.0
2021,Reading,5,4797,144.0,170.0
2021,Reading,3,4617,100.0,114.0
2018,Math,11,7038,76.0,95.0
2021,Reading,4,2457,26.0,31.0
2019,Reading,8,5184,74.0,114.0
2021,Math,11,1908,21.0,31.0
2018,Math,4,4725,162.0,198.0
2023,Reading,6,1053,662.0,1098.0
2020,Math,7,270,41.0,55.0
2022,Reading,11,4890,39.0,50.0
2019,Math,6,4536,91.0,130.0
2021,Reading,5,2754,27.0,35.0
2021,Math,8,6987,32.0,37.0
2024,Reading,7,2457,20.0,34.0
2024,Math,3,1071,74.0,89.0
2018,Reading,4,4797,134.0,159.0
2018,Math,11,5325,38.0,54.0
2021,Reading,4,4203,51.0,57.0
2024,Math,8,1215,9.0,18.0
2024,Math,3,2846,22.0,24.0
2025,Math,6,3798,43.0,49.0
2020,Math,5,3168,41.0,47.0
2025,Reading,10,1053,915.0,1082.0
2025,Math,8,4086,126.0,156.0
2017,Reading,4,1368,41.0,66.0
2016,Reading,8,729,143.0,193.0
2025,Reading,5,5256,36.0,45.0
2025,Reading,5,7047,23.0,30.0
2025,Math,5,4131,188.0,252.0
2020,Reading,8,3744,34.0,39.0
2022,Reading,3,1350,33.0,39.0
2023,Reading,6,2766,8.0,19.0
2016,Reading,11,609,90.0,122.0
2015,Reading,8,6408,50.0,66.0
2021,Reading,5,2709,79.0,101.0
2020,Reading,4,261,532.0,593.0
2019,Reading,11,2977,32.0,49.0
2019,Reading,4,1602,40.0,49.0
2025,Math,3,1944,45.0,51.0
2025,Math,4,2520,20.0,22.0
2019,Reading,6,4086,69.0,108.0
2025,Math,8,4149,84.0,98.0
2025,Math,5,2826,96.0,114.0
2020,Math,3,6120,74.0,85.0
2020,Math,5,4860,16.0,18.0
2022,Reading,4,7098,45.0,47.0
2022,Math,11,6591,30.0,37.0
2017,Reading,7,234,57.0,90.0
2019,Math,5,2727,31.0,38.0
2018,Reading,8,4797,151.0,181.0
2019,Reading,11,1863,640.0,806.0
2024,Math,4,4787,13.0,14.0
2021,Reading,11,5310,32.0,39.0
2018,Math,5,6759,45.0,59.0
2020,Reading,4,2709,78.0,97.0
2019,Math,3,5697,28.0,33.0
2021,Reading,4,5250,236.0,260.0
2014,Math,8,5325,43.0,63.0
2019,Reading,7,3465,12.0,23.0
2025,Math,3,2520,17.0,17.0
2018,Math,11,7110,34.0,44.0
2018,Math,6,2007,35.0,48.0
2017,Reading,4,6030,53.0,60.0
2018,Math,4,2502,46.0,52.0
2023,Math,4,4725,164.0,225.0
2020,Math,5,6961,126.0,145.0
2021,Math,7,1863,576.0,749.0
2020,Reading,4,2113,17.0,23.0
2020,Math,8,2376,26.0,35.0
2020,Reading,8,2673,44.0,57.0
2017,Reading,7,472,68.0,97.0
2022,Math,4,918,48.0,48.0
2022,Math,7,6975,50.0,66.0
2022,Reading,8,1970,14.0,19.0
2017,Math,3,81,62.0,78.0
2014,Math,4,4509,10.0,13.0
2024,Reading,8,153,29.0,42.0
2019,Math,8,1079,52.0,64.0
2021,Math,4,1211,68.0,87.0
2022,Math,6,3033,53.0,68.0
2025,Reading,7,5805,58.0,89.0
2025,Reading,11,7056,104.0,131.0
2022,Math,3,4777,40.0,50.0
2021,Math,5,3348,22.0,39.0
2018,Reading,11,4086,119.0,141.0
2023,Reading,3,9,24.0,27.0
2017,Reading,6,1926,39.0,57.0
2025,Reading,3,2781,51.0,72.0
2025,Reading,10,5256,45.0,55.0
2020,Math,11,3029,86.0,101.0
2014,Math,4,4131,196.0,282.0
2021,Math,4,1359,29.0,35.0
2017,Math,4,81,65.0,89.0
2022,Math,8,1611,638.0,1022.0
2020,Math,7,4751,27.0,33.0
2016,Reading,8,3330,28.0,34.0
2022,Math,8,4797,155.0,171.0
2023,Math,5,2673,44.0,57.0
2015,Reading,4,252,17.0,19.0
2023,Reading,3,1152,58.0,68.0
2022,Math,8,7092,14.0,20.0
2018,Math,7,1368,50.0,88.0
2019,Math,4,4086,114.0,135.0
2025,Math,11,3942,38.0,44.0
2022,Reading,6,5895,13.0,17.0
2024,Reading,11,5607,34.0,45.0
2022,Reading,8,1908,19.0,30.0
2024,Reading,7,81,55.0,73.0
2018,Math,6,81,57.0,72.0
2018,Reading,6,1082,64.0,93.0
2024,Math,3,5823,25.0,28.0
2023,Math,6,882,210.0,295.0
2025,Math,11,3691,54.0,64.0
2021,Reading,6,4271,59.0,84.0
2021,Math,3,5049,214.0,328.0
2015,Math,8,2862,48.0,71.0
2023,Math,3,4778,9.0,14.0
2020,Math,11,6983,42.0,48.0
2017,Math,6,3029,64.0,91.0
2023,Math,6,225,241.0,271.0
2020,Reading,5,4041,82.0,101.0
2021,Math,11,6759,38.0,46.0
2021,Math,5,3555,36.0,38.0
2022,Math,5,1350,29.0,34.0
2023,Reading,5,279,31.0,44.0
2016,Reading,11,3942,33.0,36.0
2021,Math,6,6854,23.0,24.0
2023,Reading,6,5643,52.0,74.0
2018,Math,8,747,41.0,47.0
2015,Math,8,1972,34.0,41.0
2025,Math,6,6512,13.0,19.0
2019,Reading,3,1089,19.0,36.0
2017,Math,3,1863,498.0,661.0
2018,Reading,3,6219,80.0,114.0
2017,Reading,4,6633,21.0,22.0
2021,Math,7,6700,22.0,28.0
2025,Math,6,6822,493.0,560.0
2024,Reading,4,5949,50.0,66.0
2024,Reading,3,6822,494.0,569.0
2025,Reading,4,355,9.0,13.0
2023,Reading,4,4995,55.0,62.0
2024,Math,8,6408,56.0,68.0
2023,Reading,8,1221,73.0,111.0
2023,Reading,3,914,21.0,30.0
2025,Math,4,3375,99.0,114.0
2015,Reading,8,1970,21.0,32.0
2019,Math,4,4212,12.0,19.0
2024,Reading,8,2113,20.0,25.0
2017,Reading,6,2097,21.0,29.0
2019,Reading,5,4356,37.0,49.0
2017,Reading,4,6579,177.0,207.0
2018,Math,3,621,236.0,279.0
2019,Math,3,6120,98.0,110.0
2018,Math,11,3465,20.0,27.0
2025,Math,3,2502,33.0,41.0
2020,Reading,8,4271,63.0,87.0
2024,Math,5,6592,30.0,41.0
2023,Reading,5,1211,53.0,86.0
2022,Reading,11,2727,45.0,54.0
2025,Reading,6,1701,108.0,152.0
2023,Math,7,6992,41.0,54.0
2022,Math,4,6095,43.0,47.0
2025,Math,5,4776,30.0,31.0
2019,Reading,7,1071,75.0,102.0
2022,Math,8,5751,38.0,46.0
2025,Math,5,873,18.0,19.0
2017,Reading,5,6822,295.0,331.0
2020,Reading,6,6750,7.0,11.0
2016,Math,8,6795,421.0,722.0
2018,Reading,5,6120,77.0,82.0
2022,Reading,11,5643,59.0,69.0
2024,Reading,6,2313,112.0,216.0
2016,Reading,4,5250,182.0,200.0
2024,Math,3,594,49.0,60.0
2020,Math,11,5949,67.0,82.0
2021,Math,6,6099,27.0,36.0
2014,Reading,11,2772,24.0,28.0
2023,Math,11,99,46.0,52.0
2019,Reading,5,2113,13.0,24.0
2024,Math,5,1576,145.0,154.0
2021,Reading,5,3798,42.0,44.0
2020,Reading,3,4203,46.0,52.0
2025,Reading,6,5049,166.0,275.0
2016,Math,4,4617,83.0,98.0
2022,Reading,7,2369,19.0,26.0
2018,Reading,5,3119,62.0,72.0
2023,Reading,11,3555,33.0,43.0
2018,Reading,11,6509,38.0,48.0
2016,Reading,4,6762,40.0,50.0
2014,Reading,11,4041,95.0,143.0
2024,Math,6,1082,66.0,105.0
2022,Reading,8,2862,38.0,62.0
2024,Math,4,1197,53.0,60.0
2022,Reading,5,1233,89.0,110.0
2017,Math,3,4446,53.0,65.0
2015,Reading,4,4043,52.0,67.0
2024,Math,4,6509,10.0,11.0
2024,Math,7,6120,80.0,93.0
2020,Math,5,6246,10.0,12.0
2020,Reading,11,7092,20.0,35.0
2018,Reading,6,4890,37.0,56.0
2023,Reading,6,2369,13.0,24.0
2025,Math,10,846,45.0,55.0
2014,Reading,11,576,39.0,57.0
2014,Reading,8,4536,118.0,161.0
2018,Reading,3,3348,41.0,49.0
2019,Reading,8,6093,62.0,76.0
2021,Math,8,999,100.0,119.0
2016,Math,11,279,43.0,55.0
2019,Math,6,4505,8.0,11.0
2020,Math,3,6854,37.0,41.0
2020,Math,3,3744,38.0,43.0
2018,Reading,5,6615,36.0,39.0
2021,Math,4,6579,192.0,232.0
2025,Math,4,3150,49.0,64.0
2014,Math,8,729,144.0,215.0
2017,Reading,8,1503,89.0,119.0
2021,Math,8,6408,53.0,68.0
2025,Math,5,6768,71.0,97.0
2020,Reading,4,603,9.0,10.0
2024,Math,8,4041,86.0,127.0
2018,Reading,11,3537,31.0,38.0
2023,Reading,5,1975,23.0,29.0
2024,Math,11,6579,224.0,262.0
2017,Math,4,3168,15.0,21.0
2015,Math,8,2322,143.0,188.0
2023,Reading,3,4995,51.0,57.0
2025,Math,10,1368,33.0,52.0
2020,Reading,4,4617,86.0,108.0
2025,Reading,4,936,50.0,71.0
2016,Reading,4,1278,220.0,274.0
2015,Reading,8,5510,44.0,56.0
2019,Math,6,6921,21.0,24.0
2018,Reading,3,1071,62.0,85.0
2025,Reading,5,2466,93.0,98.0
2023,Reading,5,504,27.0,38.0
2025,Math,4,4527,30.0,34.0
2020,Reading,5,1413,22.0,25.0
2025,Math,5,7038,44.0,58.0
2024,Reading,3,5697,19.0,24.0
2019,Reading,11,6937,42.0,52.0
2021,Math,8,2493,11.0,14.0
2020,Math,5,1476,420.0,545.0
2023,Math,6,6992,32.0,37.0
2022,Reading,7,4784,183.0,218.0
2020,Math,11,5184,74.0,111.0
2020,Reading,11,2169,116.0,144.0
2022,Math,4,6536,76.0,89.0
2015,Reading,8,1053,852.0,1193.0
2016,Math,4,472,89.0,99.0
2019,Reading,4,1071,65.0,90.0
2025,Reading,6,4554,85.0,99.0
2023,Math,4,1233,66.0,81.0
2023,Reading,4,7056,120.0,144.0
2018,Reading,3,1221,70.0,88.0
2022,Math,8,7038,43.0,47.0
2020,Reading,4,549,32.0,38.0
2020,Reading,8,7110,38.0,45.0
2019,Math,4,1359,21.0,31.0
2019,Math,3,1197,33.0,52.0
2025,Math,10,549,35.0,38.0
2021,Math,3,6950,75.0,86.0
2019,Math,7,3105,71.0,95.0
2023,Math,6,6660,81.0,112.0
2024,Math,8,6094,24.0,37.0
2018,Reading,6,2457,19.0,31.0
2021,Math,5,2466,73.0,78.0
2015,Reading,4,2016,17.0,21.0
2024,Math,4,5832,17.0,24.0
2022,Reading,3,6759,41.0,56.0
2024,Reading,4,3978,30.0,33.0
2020,Reading,11,1638,113.0,129.0
2017,Math,11,2466,77.0,86.0
2020,Reading,5,549,38.0,38.0
2024,Math,11,2754,38.0,42.0
2025,Math,3,3691,34.0,48.0
2020,Math,6,1503,66.0,93.0
2025,Reading,11,977,32.0,49.0
2020,Reading,4,1215,20.0,24.0
2025,Reading,4,1080,22.0,28.0
2021,Reading,7,3348,13.0,22.0
2014,Reading,8,2151,19.0,24.0
2018,Reading,8,6950,98.0,132.0
2016,Reading,11,2664,27.0,36.0
2019,Math,11,6100,49.0,56.0
2021,Math,6,6534,56.0,71.0
2017,Math,8,5994,53.0,61.0
2022,Math,8,999,97.0,105.0
2017,Math,5,5949,58.0,69.0
2022,Reading,7,609,75.0,100.0
2020,Reading,8,5486,20.0,29.0
2021,Reading,4,1044,272.0,302.0
2020,Math,6,6509,30.0,35.0
2021,Reading,3,4518,9.0,10.0
2018,Math,8,5283,32.0,38.0
2018,Math,11,1368,47.0,62.0
2024,Reading,11,6921,23.0,24.0
2018,Reading,11,6471,38.0,44.0
2022,Math,3,2754,31.0,34.0
2020,Math,8,6098,81.0,116.0
2018,Reading,8,4725,171.0,240.0
2021,Math,6,4797,175.0,198.0
2016,Math,11,936,53.0,65.0
2021,Math,5,3195,53.0,58.0
2025,Reading,3,609,74.0,88.0
2024,Reading,5,4662,49.0,62.0
2023,Reading,5,243,18.0,20.0
2021,Reading,5,2322,120.0,151.0
2019,Reading,8,6003,18.0,25.0
2024,Reading,4,2709,102.0,112.0
2021,Math,11,2457,28.0,33.0
2024,Math,4,3978,30.0,33.0
2019,Reading,11,5486,20.0,26.0
2022,Math,7,1449,12.0,12.0
2019,Reading,7,99,40.0,51.0
2023,Math,4,3186,10.0,18.0
2022,Math,6,2772,13.0,20.0
2023,Math,8,5751,40.0,51.0
2015,Reading,4,4131,236.0,304.0
2019,Reading,11,3600,117.0,149.0
2023,Math,8,3119,43.0,56.0
2025,Math,3,6741,57.0,61.0
2018,Math,5,936,67.0,77.0
2018,Reading,3,4023,35.0,45.0
2018,Reading,8,576,31.0,45.0
2023,Math,5,4890,59.0,69.0
2024,Math,3,1953,38.0,45.0
2023,Reading,6,5832,8.0,13.0
2025,Math,6,5121,37.0,49.0
2022,Math,4,2718,35.0,41.0
2023,Reading,11,1970,20.0,29.0
2023,Math,11,3195,55.0,66.0
2023,Math,7,6101,364.0,442.0
2023,Math,7,6943,15.0,16.0
2019,Reading,6,4785,28.0,33.0
2021,Reading,3,5013,131.0,163.0
2022,Reading,8,7038,38.0,47.0
2019,Math,6,6246,10.0,12.0
2022,Math,6,4536,125.0,163.0
2019,Math,11,3600,119.0,149.0
2025,Math,11,3465,26.0,28.0
2024,Reading,8,1863,483.0,759.0
2018,Reading,8,1476,414.0,641.0
2017,Reading,4,6759,50.0,62.0
2019,Reading,4,6822,402.0,456.0
2024,Math,6,6536,71.0,94.0
2022,Reading,11,6992,33.0,51.0
2020,Math,6,4662,48.0,57.0
2021,Reading,8,5976,52.0,76.0
2018,Math,6,7056,80.0,100.0
2021,Reading,7,1134,8.0,17.0
2014,Reading,8,6759,33.0,53.0
2021,Math,3,5922,25.0,28.0
2021,Reading,11,3942,39.0,49.0
2024,Math,5,4068,25.0,30.0
2023,Reading,8,4772,38.0,62.0
2023,Math,8,747,33.0,43.0
2018,Math,6,7002,13.0,15.0
2024,Math,11,1116,144.0,159.0
2023,Math,4,2673,37.0,44.0
2022,Math,6,621,245.0,309.0
2020,Math,11,1602,39.0,49.0
2016,Reading,4,6969,21.0,30.0
2020,Math,5,1089,24.0,26.0
2018,Math,5,4778,15.0,17.0
2014,Math,11,1719,48.0,55.0
2021,Math,8,5832,11.0,18.0
2022,Math,8,7056,115.0,133.0
2018,Reading,4,63,31.0,33.0
2019,Math,5,3330,19.0,22.0
2016,Reading,4,2016,16.0,17.0
2018,Math,6,6012,35.0,41.0
2023,Math,8,1926,46.0,59.0
2015,Math,11,5976,54.0,66.0
2016,Reading,4,6512,33.0,41.0
2022,Math,6,999,90.0,102.0
2024,Reading,5,6950,76.0,85.0
2017,Math,4,4446,54.0,63.0
2020,Reading,5,6983,35.0,43.0
2024,Math,5,4773,45.0,47.0
2022,Reading,3,7092,22.0,26.0
2025,Math,11,4023,32.0,39.0
2022,Reading,4,4751,7.0,10.0
2023,Math,4,4491,18.0,26.0
2021,Math,8,7029,64.0,83.0
2015,Math,8,6987,40.0,54.0
2024,Reading,11,2313,182.0,232.0
2022,Reading,3,6093,66.0,83.0
2017,Math,3,3744,32.0,47.0
2024,Reading,11,1079,65.0,71.0
2018,Reading,4,4505,10.0,18.0
2024,Math,5,1218,13.0,16.0
2014,Reading,8,2322,104.0,152.0
2017,Reading,3,7098,36.0,38.0
2022,Reading,11,6100,56.0,67.0
2024,Math,7,1431,28.0,35.0
2019,Math,6,2862,38.0,42.0
2019,Reading,4,3042,35.0,47.0
2022,Math,7,2511,123.0,142.0
2018,Math,3,549,37.0,39.0
2015,Math,11,981,62.0,80.0
2015,Reading,4,4419,45.0,61.0
2018,Reading,3,1944,41.0,52.0
2014,Math,4,3150,56.0,64.0
2020,Math,7,1053,796.0,1008.0
2022,Math,5,1218,20.0,24.0
2017,Math,6,3312,107.0,168.0
2019,Math,5,4761,15.0,22.0
2022,Reading,4,279,36.0,46.0
2017,Math,4,3555,29.0,35.0
2024,Reading,5,2502,29.0,32.0
2022,Math,3,6175,32.0,38.0
2019,Reading,11,4527,41.0,47.0
2017,Reading,5,7056,70.0,89.0
2020,Math,3,2295,76.0,81.0
2025,Reading,7,9,34.0,39.0
2022,Reading,7,2088,31.0,38.0
2021,Math,5,6961,203.0,225.0
2020,Math,4,6035,18.0,25.0
2022,Math,8,6750,6.0,10.0
2019,Math,3,2369,18.0,28.0
2020,Math,3,2766,15.0,20.0
2023,Math,5,6219,77.0,130.0
2021,Reading,4,4518,11.0,12.0
2024,Math,4,4777,53.0,59.0
2021,Math,7,2313,180.0,242.0
2025,Math,10,234,75.0,91.0
2018,Math,6,234,77.0,96.0
2022,Math,8,4689,30.0,33.0
2019,Reading,11,6534,48.0,65.0
2025,Reading,3,2846,22.0,23.0
2024,Reading,11,6795,476.0,603.0
2023,Reading,3,3978,29.0,31.0
2021,Reading,5,3154,26.0,31.0
2020,Math,8,1107,74.0,85.0
2019,Reading,11,5049,196.0,295.0
2020,Math,5,5256,48.0,57.0
2025,Reading,7,3033,58.0,70.0
2018,Reading,6,2709,96.0,119.0
2022,Reading,3,5301,11.0,12.0
2020,Math,7,1602,30.0,32.0
2025,Reading,5,1701,0.0,117.0
2023,Math,6,4773,47.0,51.0
2016,Math,8,1233,83.0,109.0
2020,Reading,6,6768,73.0,114.0
2022,Reading,6,999,88.0,102.0
2020,Math,8,1476,399.0,578.0
2019,Math,8,2088,35.0,41.0
2021,Math,4,2457,27.0,31.0
2020,Math,8,4787,15.0,20.0
2022,Math,11,2846,16.0,18.0
2018,Reading,6,6030,38.0,66.0
2025,Reading,7,1619,64.0,86.0
2019,Reading,8,621,247.0,305.0
2020,Math,3,4131,196.0,262.0
2016,Math,4,1093,48.0,59.0
2022,Reading,7,6921,20.0,28.0
2015,Reading,4,2007,34.0,42.0
2023,Math,5,6098,77.0,98.0
2021,Math,11,7098,38.0,43.0
2020,Reading,8,6579,206.0,251.0
2019,Reading,5,5163,33.0,47.0
2023,Math,8,7092,20.0,26.0
2019,Math,3,6983,46.0,48.0
2021,Reading,7,3150,61.0,83.0
2023,Math,6,1972,20.0,23.0
2018,Math,7,2097,31.0,37.0
2017,Math,3,747,40.0,52.0
2017,Reading,4,1719,39.0,45.0
2016,Reading,8,1737,1163.0,2062.0
2015,Math,11,4149,87.0,97.0
2020,Math,6,2169,97.0,124.0
2025,Math,11,6854,24.0,31.0
2025,Math,7,1044,316.0,354.0
2021,Math,5,504,27.0,31.0
2020,Math,3,4860,12.0,12.0
2014,Reading,11,3114,224.0,258.0
2019,Reading,5,914,12.0,16.0
2019,Reading,4,5895,7.0,10.0
2025,Reading,4,2511,106.0,119.0
2023,Reading,3,234,56.0,69.0
2023,Reading,5,5049,183.0,304.0
2024,Math,6,7047,12.0,27.0
2017,Reading,6,3154,26.0,47.0
2019,Reading,7,2369,24.0,39.0
2017,Reading,4,4751,13.0,15.0
2024,Math,8,441,47.0,53.0
2019,Math,6,1089,17.0,20.0
2019,Reading,3,423,17.0,23.0
2017,Reading,3,3168,24.0,29.0
2018,Reading,3,7047,23.0,29.0
2017,Reading,4,1975,26.0,31.0
2019,Math,5,3168,27.0,29.0
2021,Math,3,2673,47.0,61.0
2021,Reading,4,4787,15.0,16.0
2021,Reading,8,4212,11.0,16.0
2017,Reading,7,5751,29.0,47.0
2019,Reading,7,6462,14.0,23.0
2023,Math,8,6943,27.0,31.0
2017,Reading,6,2322,84.0,136.0
2018,Reading,3,1233,72.0,102.0
2018,Math,7,4775,17.0,17.0
2021,Math,11,3537,35.0,42.0
2020,Math,11,6101,284.0,397.0
2018,Math,11,6120,92.0,101.0
2022,Math,7,5805,74.0,98.0
2025,Reading,11,1449,8.0,12.0
2020,Math,6,2124,50.0,75.0
2025,Math,4,2763,32.0,39.0
2021,Reading,3,5049,214.0,328.0
2018,Reading,4,6091,37.0,43.0
2022,Reading,4,3029,60.0,75.0
2023,Reading,8,3645,131.0,221.0
2024,Reading,7,1413,20.0,31.0
2019,Math,7,1093,42.0,61.0
2018,Math,3,4419,49.0,65.0
2021,Math,8,126,66.0,93.0
2024,Reading,5,1095,44.0,48.0
2021,Reading,5,1211,63.0,77.0
2024,Reading,4,3420,35.0,51.0
2022,Reading,11,2097,27.0,39.0
2025,Reading,7,5139,11.0,16.0
2017,Math,6,6096,25.0,46.0
2024,Reading,6,1278,150.0,251.0
2023,Math,5,729,82.0,118.0
2020,Reading,6,1917,20.0,30.0
2020,Math,11,3195,65.0,84.0
2019,Math,5,1619,74.0,99.0
2014,Math,11,3105,98.0,119.0
2022,Reading,7,270,24.0,42.0
2019,Math,7,7047,24.0,29.0
2022,Reading,6,5250,205.0,250.0
2021,Math,5,6768,81.0,108.0
